id	Sentence1	Sentence2	Gold Tag
s_1303	But I would like to say to Parliament this afternoon that we should not lose sight of the fact that the EU spends just 1% of GDP and much of that is administered in the Member States.	However, I would like to say to the House this afternoon that we should not lose sight of the fact that the European Union spends only 1% of GDP of the Member States and that most of this money is managed in the Member States.	5
s_1304	On the other hand, we would like to be given a chance to prove to Europe that we are able to develop the constitutional equality of Serbia and Montenegro within Yugoslavia on our own, by recognising the genuine principles of democracy.	Furthermore, we would like to be able to demonstrate in Europe which we are able to develop only the constitutional equality of Serbia and Montenegro within Yugoslavia, recognising the true democratic principles.	4
s_1305	After all, it is by no means certain that the proposed definition of equitable price is better than any other, because the various definitions that are currently in use in the Member States are all perfectly satisfactory.	Indeed, it is absolutely not certain only the definition of fair price which is proposed is better than another, because the various definitions used currently in the Member States are enough all amply.	3
s_1306	The right of a government arbitrarily to set aside its own constitution is the defining characteristic of a tyranny.	The right to a government to remove arbitrarily its Constitution is the defining characteristic of a tyranny.	4
s_1307	I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.	I have also voted against a text that calls for the incorporation of the Charter of Fundamental Rights in the future Treaty to be adopted in Nice.	5
s_1308	This is a vague area, and it is possible that more restrictive provisions may also remain in force, and this is one point in respect of which we have tabled amendments.	Things are not clear on this point, and it is not impossible that can also remain in force more restrictive measures, which is particularly on this point that we have tabled amendments.	4
s_1309	Do you think that the Austrian model, i.e. bilateral majority resolutions, will be used in future as a way of passing resolutions which bypass the European institutions and of forming a new institution or a new group in order to circumvent unanimity in the Council?	Do you think that the “Austrian” model - namely decision making majority bilateral - will in the future constitute an instrument making it possible to make decisions by being unaware of the European institutions and to found a new institution, or a new group, to be able to circumvent the rule of unanimity within the Council?	4
s_1310	It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.	The safeguard of the universal service using compensation funds which would make it possible to engage of the private profits to the profit of the public service will probably make failure.	4
s_1311	Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.	Thirdly: the approval of the enlargement and its positive prospects for the different countries and for the EU as a whole and - the example of Denmark is for us to the point - matters of the social and economic policy.  	4
s_1312	That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.	It is a shame when they believe that the European Union presents itself as the champion of the modernisation of the life!  	4
s_1313	- My party has serious reservations about Community law applying to the sale of consumer products, as against applying the concept of mutual recognition of standards.	My Party expresses serious reservations about the regulation of the sale of consumer goods by means of Community legislation, as it makes reservations about the concept of mutual recognition of standards.	4
s_1314	On my own behalf and on behalf of my colleagues in the Committee on Fisheries, I would ask you, Madam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both Brittany and in Marín, Galicia, from where the majority of the victims came.	Madam President, I ask you, on behalf of my colleagues of the Commission and on my own behalf, to send a message from Parliament to the families of the victims and the local authorities of both of city of Galicia, where they are in the majority of victims.  	5
s_1315	I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.	I urge that to seize this motion, this invitation, this request of dialogue, to give further and to make sure that, together with this Assembly, these relics of a nationalist might be.  	3
s_1316	Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.	Ships Greeks have sunk, without that there are the slightest storm in the exist, Mr Gayssot.	4
s_1317	People with the same business affairs in common are peacefully bound to one another.	The common economic activities create peaceful bonds between the people.	5
s_1318	Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.	Secondly, it is necessary to say "no" to the concept to accept at the same time an important Group of countries, because this would be in contradiction with the principle of the admission of each country according to its merits.  	5
s_1319	Let us, as a Europe of 15 Member States, organise ourselves in order to be able to welcome those countries who are knocking at the door into the fold under respectable conditions.	Let us can organize itself to Fifteen in order to be able to accomodate under right conditions the countries which strike with our door.	4
s_1320	The aim of the annual review is to identify such potential improvements.	The annual report aims to identify potential such improvements.	5
s_1321	This is our priority fight in order to ensure that the affirmation of fundamental rights is put into practice in our political decisions.	This is our struggle for priority that the affirmation of fundamental rights to be implemented in political choices.	5
s_1322	I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.	I have also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the future Treaty which will be adopted in Nice.	5
s_1323	Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.	Secondly, we must say 'no' to the concept which bang would admit that at the same time an important group of countries, because that would be at odds with the principle of the admission of each country on its merits.	4
s_1324	The UK Labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the IGC on reinforced cooperation, without endorsing every single detail.	. The British Labour Members of the Group of the Party of European Socialists welcomes the support given to the contribution they have made to the work of the IGC on closer cooperation, without adhering fully to all the details of it.	4
s_1325	On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.	On the contrary, the influence of the national democracies fall into force by the further restriction of the right of veto and to increasing the power of Parliament to the EU.	5
s_1326	The resolution on Nice, voted today, does not reflect this.	The resolution about the Summit of Nice, which has just been voted, does not reflect it.	5
s_1327	This is no time for the faint-hearted.	This is not the time to show.  	3
s_1328	Firstly, simplification and clarification of the Treaties.	Initially, that of a simplification and a clarification of the Treaties.	5
s_1329	As there is still a lot of uncertainty, we must know what the scientific facts are and what action must be taken.	We need to know today, since we are still in uncertainty, what are the scientific data, what measures are to be taken.	4
s_1330	On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.	On the contrary, the power of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.	5
s_1331	The UK Labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the IGC on reinforced cooperation, without endorsing every single detail.	(it) the British labour Members of the Group of the Party of European Socialists is very welcome to the contribution that they have continuous work of the IGC on the cooperation, without all the details of this.  	4
s_1332	Spain has done a magnificent job in turning round the difficult neighbourly relations which Europe and North Africa and Spain and Morocco have suffered during the course of history.	Spain developed in a remarkably positive way the difficult vicinity which always existed between Europe and North Africa and between Spain and Morocco.	4
s_1333	Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.	Secondly, we must say 'no' to the concept bang who would like to see the same time admit a large group of countries, because that would be in contradiction with the principle of the admission of each country according to its merits.	4
s_1334	There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.	There is, of course, a very important point, it is the fact that we started the heading four, with its approach, but we do not know yet very well if we managed to solve the problem, in particular because the Council does not wish to take part sufficiently in the reflexion.	4
s_1335	In Nigeria, Chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the Warri naval base.	In Nigeria, encouraging the violence in their employment and go up to pay soldiers to draw on the demonstrators at the basis of warri.  	3
s_1336	The European Council will also discuss the state of progress of the accession negotiations and hence of the enlargement.	The European Council will discuss also of the state of progress of accession negotiations, and therefore, of enlargement.	5
s_1337	I should like to thank the rapporteur of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, Mr Brok, for his clear, comprehensive report.	I thank the rapporteur for the Committee on Foreign Affairs, Mr Brok, for his clear and comprehensive report.	4
s_1338	I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.	I stress this point because the market cannot regulate everything and that, in this context, it is not or cannot be competitive without borders.  	5
s_1339	One could indeed wish for more and for improvement, but I honestly believe that we have made a good start.	We can, in fact, want more and better, but I believe that it is a good start.	5
s_1340	The Committee on Legal Affairs and the Internal Market rightly insists on no upper limit and a minimum of no less than 7%.	It is rightly that the Committee on Legal Affairs and Citizens' Rights persists in the rejection of a ceiling and in the maintenance of a minimum rate which cannot be below 7%.	5
s_1341	We have started to exchange ideas on this question, from which it has emerged that all the Member States want to maintain this ceiling after enlargement.	We have started to have discussions on this issue, which show that all the Member States want to keep the ceiling after enlargement.	5
s_1342	We have started to exchange ideas on this question, from which it has emerged that all the Member States want to maintain this ceiling after enlargement.	We have started to have trade on this issue, where it appears that all Member States wish to maintain this ceiling after enlargement.	4
s_1343	I wonder if the Commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the Serbian people, and the only partner with whom the European Union is involved as from today.	I wonder whether the Commissioner already provides steps which will make it possible to show that we regard Kostunica as the legally elected representative of the Serbian people and as a partner with whom the European Union will now have to deal with.	4
s_1344	The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.	The other point of view, illustrated by the rapporteur's original and shared by many colleagues, is to promote the rules and codes of conduct needed to build, between insurers, forms of degree of costs guaranteeing all the supply of good quality care and to counter the risks of discriminatory practices and a risk selection and customers.	4
s_1345	Unfortunately, the ultimate objective of a European Constitution would be precisely the opposite, and so, of course, we cannot vote for it.	Unfortunately the final objective of a European Constitution would be exactly the opposite course and we cannot approve it.	5
s_1346	Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.	Thirdly, the acceptance of enlargement and its positive prospects for the various countries and for the whole of the EU depend - the example of Denmark is here to show this - largely to the elimination of social and democratic deficits of European policy.	5
s_1347	Slovakia has not been condemned to the second division and it is logical that it should like to join together with the Czech Republic.	Slovakia is not doomed to remain in the second group, and it is logical that it wants to join the Union at the same time as the Czech Republic.	5
s_1348	I should like to thank the rapporteur of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, Mr Brok, for his clear, comprehensive report.	I would like to thank the rapporteur of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, Mr Brok, for his clear and comprehensive report.	5
s_1349	Lastly, and most controversially, the committee strongly called for the use of a fast-track procedure to implement this legislation.	Finally, and this is a most controversial issue, the Commission has called vigorously to use the fast-track procedure to implement this legislation.	5
s_1350	Mr President, I voted for the García-Margallo y Marfil report on the taxation of electronic commerce.	Mr. President, I have voting in favour of the report García-Margallo there Marfil, which relates to the tax on the abundant services with electronic way.	4
s_1351	Either we are in a club or we are out of it and it is particularly important that we accept this.	Either we part of the club, or we are not, and we must therefore we bow to this decision.	5
s_1352	on the situation in Burma	On the situation in Burma.  	5
s_1353	The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.	The other point of view, illustrated by the example of the original rapporteur and shared by many colleagues, is to promote the regulations and codes of conduct needed to create, between insurers, the forms of mutual costs guaranteeing to all the provision of high-quality care and to counter the risk of seeing develop discriminatory practices and a risk selection and customers.	4
s_1354	It is a matter of the utmost importance and yet has curiously attracted very little public attention.	The task, which is important, however, did not arouse great interest on the part of the public yet.	5
s_1355	The lesson for this Parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right.	The lesson must retain this House in its debate this morning is that we are forced to conclude that the maritime laws are in the world, in a state of mess, and that we must get down to the task of up.	4
s_1356	That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.	It is a shame when it is thought that the European Union is posed as a champion modernization of the economic life!	5
s_1357	And I am telling you loud and clear: Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months, but meanwhile, I do want the introduction of those two new budget lines, democratisation and reconstruction, to be accompanied by political conditions, both from a political and budgetary perspective.	And I say this very clearly: it is necessary to give its chance to Kostunica and I hope that it will take time to a clear in the course of the coming weeks or months; but in the meantime, I hope, however, that, in terms of policy and in terms of the budget, the political conditions are the introduction of these two new budget lines, namely the and reconstruction.  	4
s_1358	On the other hand, we would like to be given a chance to prove to Europe that we are able to develop the constitutional equality of Serbia and Montenegro within Yugoslavia on our own, by recognising the genuine principles of democracy.	Furthermore, we would have a chance to demonstrate to Europe that we are in a position to develop the constitutional equality of Serbia and Montenegro, in Yugoslavia, recognising the real democratic principles.	4
s_1359	If we want to help Indonesia we must act now with money and deeds, not merely words.	If we want to help Indonesia, we must intervene with money and concrete actions, and not only with words.  	5
s_1360	I find it rather odd that people are already trying to tie the Commission's hands in relation to the proposal for a directive, while at the same calling on it to present a Green Paper on the current situation with regard to optional and supplementary health insurance schemes.	I am a bit of him now to compel the Commission to a motion for a resolution and ask him in a time to establish a Green Paper on the current State of voluntary insurance and health insurance.  	4
s_1361	There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.	There is, of course, a very important point, is the fact that we have initiated within category four, with his approach, but we do not yet know very well if we managed to solve the problem, not least because the Council does not wish to participate enough food for thought.	4
s_1362	That made them heavily dependent on loans.	A development which has made heavily dependent on capital loans.	4
s_1363	Slovakia has not been condemned to the second division and it is logical that it should like to join together with the Czech Republic.	Slovakia is not condemned to remain in the second group and it is logical that she wants to adhere to the Union at the same time as the Czech Republic.	5
s_1364	Question No 6 by (H-0886/00):	question nº 6 of (H-0886/00):	4
s_1365	Worst of all, I believe, is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives.	In my view, there is nothing worse than having to warn people that a judgment in their favour could only be a series of reassuring words and have no practical effect on their existence.	5
s_1366	Firstly, simplification and clarification of the Treaties.	Firstly, that of a simplification and clarification of the Treaties.	5
s_1367	Whilst employment may be the European Union' s priority policy, fisheries, as another economic sector, cannot remain on the sidelines.	If employment is the political priority of the Union, fishing, as an economic sector, cannot remain on the sidelines.	5
s_1368	We have heard that the previous Council Presidency first restructured and then scrapped the Ministry for Equality.	We have heard that the previous presidency has first restructured and then dismantled the Ministry of equal opportunities.	5
s_1369	As there is still a lot of uncertainty, we must know what the scientific facts are and what action must be taken.	It is necessary to know today, since we are still in the uncertainty, which are the scientific, what are the measures to take.  	5
s_1370	I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.	I insist on this point because the market cannot regulate everything and that, in this perspective, there is neither can be no competition without limits.	4
s_1371	They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.	They will continue to put the pressure. The money that they gain with the distribution beyond the limit of the 150 grams makes it possible them to reinforce their position.	5
s_1372	I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.	I also voted against a text which calls for the integration of the Charter of Fundamental Rights in the future Treaty which will be adopted at Nice.	5
s_1373	If we define a clear, binding framework for the Member States, then there should be a longer evaluation period for the various support systems required to satisfy these requirements.	If we define a clear and binding framework for the Member States, the various systems to meet these demands should have a longer period of put to the test.	5
s_1374	Mr President, ladies and gentlemen, I should like to say a few words on the joint resolution, which will, of course, be passed.	Mr President, ladies and gentlemen, I would like to speak on the joint resolution that we shall, of course, be voting.	4
s_1375	Question No 6 by (H-0886/00):	Question 6 (H-0886 / 00):  	4
s_1376	This is our priority fight in order to ensure that the affirmation of fundamental rights is put into practice in our political decisions.	That is our fight priority for the affirmation of fundamental rights is implemented in political choices.	5
s_1377	The Council of Europe, along with the Court of Human Rights, has a wealth of experience of such forms of supervision, and we can build on these.	As the Court of Human Rights, the Council of Europe has also a solid experience regarding such forms of control; we can take to basis.	4
s_1378	Reiterating the calls made by the European Parliament in its resolution of 16 March 2000, what initiatives does the Presidency of the European Council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the UN peace plan?	As the European Parliament called for in its resolution of 16 March 2000, they initiatives the European Council Presidency intend to take to play a more active role in order to ensure the full implementation of the UN peace plan?	4
s_1379	There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.	There is, of course, a very important point is the fact that we have begun category four, with his approach, but we do not yet know very well if we managed to solve the problem, not least because the Council does not wish to participate in the discussion.	4
s_1380	If we want to help Indonesia we must act now with money and deeds, not merely words.	If we want to help Indonesia, we must act now with money and concrete action, and not only with words.	5
s_1381	Firstly, simplification and clarification of the Treaties.	Firstly, the simplification and clarification of the Treaties.	5
s_1382	This rule can be applied equally to all recreational but dangerous drugs when no one but the person consuming the drug is likely to be affected.	This rule can apply to all drugs récréationnelles provided that the consumer but dangerous drugs is the only to run risks.	3
s_1383	Unfortunately, the ultimate objective of a European Constitution would be precisely the opposite, and so, of course, we cannot vote for it.	Unfortunately the ultimate goal of a European Constitution would be exactly the opposite and, of course, we cannot approve it.	5
s_1384	All those who are at present engaged in illicit work would obtain work with decent social conditions.	Everyone who works are currently obtiendraient undeclared work in decent social conditions.	3
s_1385	Do you think that the Austrian model, i.e. bilateral majority resolutions, will be used in future as a way of passing resolutions which bypass the European institutions and of forming a new institution or a new group in order to circumvent unanimity in the Council?	Do you think the Austrian model '' - namely the bilateral majority decision-making - will in future an instrument to take decisions by ignoring the European institutions and to set up a new institution, or a new group, in order to get round the unanimity rule in the Council?	5
s_1386	The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.	The labelling of beef which has been decided, which is a minimum labelling and which has only been in force for two and a half months ago, does not properly to trace the origin of animals and we have banned rather belatedly specified risk material.	5
s_1387	Do you think that the Austrian model, i.e. bilateral majority resolutions, will be used in future as a way of passing resolutions which bypass the European institutions and of forming a new institution or a new group in order to circumvent unanimity in the Council?	Do you believe that the 'Austrian model' - namely the taking of bilateral majority decisions - in the future will be an instrument for taking decisions ignoring the European institutions and to build a new institution, or a new group, to be able to circumvent the rule of unanimity in the Council?	5
s_1388	Either we are in a club or we are out of it and it is particularly important that we accept this.	Either we belong to the club, or let us not be we and we thus should be folded with this decision.	4
s_1389	I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.	I stress this because the market cannot solve all and that, accordingly, there is not and cannot have competition without limits.	4
s_1390	Reiterating the calls made by the European Parliament in its resolution of 16 March 2000, what initiatives does the Presidency of the European Council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the UN peace plan?	As the European Parliament has called for in its resolution of 16 March 2000, that they initiatives will the presidency of the European Council intend to take to play a more active role in order to ensure the full implementation of the UN peace plan?	5
s_1391	But I would like to say to Parliament this afternoon that we should not lose sight of the fact that the EU spends just 1% of GDP and much of that is administered in the Member States.	Nevertheless, I would like to say to the idea that we must not lose sight of the fact that the European Union does not believe that 1% of the GDP of the Member States and that the bulk of this money is managed in the Member States.  	3
s_1392	In the last three weeks, progress has been made in three major areas.	In recent weeks, three major progress has been made.	3
s_1393	That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.	It is a disgrace when it is believed that the European Union has set itself up as a champion modernisation of economic life.	4
s_1394	Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.	Mr President, in my speech I shall focus on the report by Mrs Lalumière report, which I think is well thought-out and clearly formulated.	5
s_1395	Above all, when a one-man company or a company with fewer than 250 employees has a project, it should not need to provide 120% loan guarantees in the form of land to receive financing; it should also be possible for it to be funded on the basis of a good idea.	Above all, when a company or unipersonnelle a society relying less than 250 employees has a project, it must be possible to receive funding not only with a guarantee to 120%, but also on the simple basis of a good idea.	4
s_1396	It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.	It must be the true brain coordination of the network of national agencies, which in turn will activate and coordinate a network of centres of excellence food safety at regional level.	4
s_1397	I should also have liked the Court of Auditors' report to have been a little more user-friendly and to have provided a number of clear recommendations, for example one or two per chapter.	I would also that the report of the Court of Auditors was that it had some clear recommendations - for example, one or two recommendations by chapter.  	4
s_1398	The resolution on Nice, voted today, does not reflect this.	The resolution on the Nice Summit, which has just been voted, do not reflect.	5
s_1399	From the first discussions on this dossier, which were held at European level at the initiative of the European Parliament, the Commission has given a commitment to the Member States to pursue a course of action designed to develop what we might call a European police culture, grounded in the highest standards of duty, respect for the rights and freedoms of our citizens and efficiency in the fight against crime.	Since the first thoughts on this issue, which took place at European level on the initiative of the European Parliament, the Commission committed itself in relation to the Member States to promote an action intended to develop what we could describe as a European Commissioner culture, based on the highest standards of ethics, respect for human rights and freedoms, and effectiveness in the fight against crime.	4
s_1400	On my own behalf and on behalf of my colleagues in the Committee on Fisheries, I would ask you, Madam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both Brittany and in Marín, Galicia, from where the majority of the victims came.	Madam President, I ask you, on behalf of my colleagues in the Committee on Fisheries and on my own behalf, to send a message of condolence from Parliament to the families of the victims and the local authorities of both Brittany that Marín, city of Galicia, where are from most of the victims.	5
s_1401	I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.	I stress this because the market cannot solve all and that, in this sense, there is no cannot be competitive without limits.	4
s_1402	Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.	Faced with these realities, the need for greater involvement and greater efficiency in the fight against poverty and underdevelopment is essential.	5
s_1403	Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.	Mr President, the Committee on citizens' freedoms and rights, justice and internal Affairs has prepared with great care the Karamanou report.  	5
s_1404	As long ago as 1996 the European Parliament came out in favour of a ban on the use of meat-and-bone meal throughout the European Union in accordance with the precautionary principle - if only.	In 1996, the European Parliament has voted in favour of a ban on the use of meat and bone meal in the European Union, in accordance with the precautionary principle - if only we had listened to.	4
s_1405	Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.	Mr President, the Committee on Citizens' Freedoms and Rights, Justice and we are to retain any prepared very carefully the Karamanou report.	4
s_1406	The UK Labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the IGC on reinforced cooperation, without endorsing every single detail.	The UK Labour Members of the PSE Group welcome the favourable reception reserved for the contribution they have made to the ongoing work of the IGC on reinforced cooperation, without endorsing totally at all the details of this.	4
s_1407	There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.	A budget line, programmes and of many years.  	3
s_1408	Lastly, and most controversially, the committee strongly called for the use of a fast-track procedure to implement this legislation.	Finally, and this is a controversial issue, the Commission has called with force to use the fast-track procedure to implement this legislation.	5
s_1409	I find it rather odd that people are already trying to tie the Commission's hands in relation to the proposal for a directive, while at the same calling on it to present a Green Paper on the current situation with regard to optional and supplementary health insurance schemes.	I find it a little strange to try to now force the Commission to a motion for a resolution and ask him in a same time to establish a Green Paper on the current state of voluntary insurance and health insurance complementary.	4
s_1410	B5-0794/2000, by Mr Medina Ortega, Mr Linkohr and Mr Fava, on behalf of the Group of the Party of European Socialists, on the kidnap in Colombia of a Spanish Jesuit engaged in negotiations with the guerillas;	(B5-0794 / 2000 by Mr Medina Ortega, Mr Linkohr and Mr Fava, on behalf of the Group of the Party of European Socialists, on the kidnapping of a Spanish sophistry in Colombia engaged in negotiations with the guerillas;	4
s_1411	As long ago as 1996 the European Parliament came out in favour of a ban on the use of meat-and-bone meal throughout the European Union in accordance with the precautionary principle - if only.	Since 1996, the European Parliament decided in favour of a ban on the use of meat meal in the European Union, in accordance with the precautionary principle - if only we had been listened to.	4
s_1412	Finally, I welcome the idea that we should review the implementation of the programme annually.	Finally I welcome the idea of us to give an annual assessment of the implementation of the programme.  	5
s_1413	I wonder if the Commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the Serbian people, and the only partner with whom the European Union is involved as from today.	I wonder whether the Commissioner already provides for steps to show that we consider Kostunica as the legally elected representative of the Serbian people and as a partner with which the European Union will now have to deal with.	5
s_1414	While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.	By withdrawing our resolution, I nevertheless expresses the conviction that our Parliament would have done better its voice heard in devoting, in view of the Nice European Council, a specific and separate resolution to the issues so important and so difficult for the Intergovernmental Conference, rather than dealt with in the context of a single resolution including also all the other items on the agenda for the Council.	4
s_1415	It is this kind of future I would also like to see in the other countries within the European Union.	This is a development of the kind that I wish the other States of the European Union.	5
s_1416	The only instance in which no tax is levied is when the supplier is in a non-EU country and the recipient is in a Member State of the EU.	The only case for which no tax is still seen is that of a provision in the European Community from a third country.	4
s_1417	I think that France has set an excellent example by finally deciding to take this step.	I think it is exemplary that France is resolved to take this step.	5
s_1418	On my own behalf and on behalf of my colleagues in the Committee on Fisheries, I would ask you, Madam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both Brittany and in Marín, Galicia, from where the majority of the victims came.	Madam President, I ask you, on behalf of my colleagues in the Committee on Fisheries and on my own behalf, to send a message of condolence from Parliament to the families of the victims and to the local authorities of both Brittany and of Marín, city of Galicia, which is from the majority of the victims.	5
s_1419	These objectives, the main one and the secondary ones, will be the touchstone by which the concrete proposals submitted by the Commission must be judged.	These objectives, the primary objective and the secondary objectives, will represent the stone of hitting enabling us to judge the concrete proposals presented by the Commission.	5
s_1420	On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.	On the contrary, the power of the national democracies is increasingly to restrict the right of veto and of giving Parliament more power for the EU.	4
s_1421	- My party has serious reservations about Community law applying to the sale of consumer products, as against applying the concept of mutual recognition of standards.	My party issues serious reservations in connection with the regulation of the sales of products of consumption by the means of the community legislation, just like it issues reserves in connection with the concept of mutual recognition of the standards.	4
s_1422	I think that France has set an excellent example by finally deciding to take this step.	I find that France exemplary committed itself to take this step.	4
s_1423	There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.	It is, of course, a very important point, it is the fact that we have the section four, with its approach, but we do not yet know very well if we managed to solve the problem, in particular because the Council does not wish to participate enough.  	4
s_1424	And I am telling you loud and clear: Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months, but meanwhile, I do want the introduction of those two new budget lines, democratisation and reconstruction, to be accompanied by political conditions, both from a political and budgetary perspective.	And let me make it very clear: it is necessary to give its chance Kostunica, and I therefore hope that it will ensure an amnesty in the weeks and months ahead; but in the meantime, I wish, however, that, politically, and the budgetary level, the political conditions be coupled with the introduction of these two new budgetary lines, namely democratisation and reconstruction.	5
s_1425	The Committee on Legal Affairs and the Internal Market rightly insists on no upper limit and a minimum of no less than 7%.	It is rightly that the Legal Committee persists in the refusal of a ceiling and the maintenance of a minimum rate which cannot be lower than 7%.	5
s_1426	Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.	Mr. President, I will concentrate in my intervention on the report/ratio of Mrs. Lalumière, report/ratio which I find formulated well conceived and clearly.	5
s_1427	I think that France has set an excellent example by finally deciding to take this step.	I find exemplary that France determined itself to cross this step.	4
s_1428	The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.	For this cooperation, for your support and also for your warm welcome, Madam President, ladies and gentlemen of the European Parliament, the French Presidency thank you.	5
s_1429	The very worst situation is when the women concerned also come from distant countries, having taken the work on out of desperation because they have no other way of continuing to provide for themselves.	The situation is worsening, when it comes to women distant countries who have accepted this work by necessity and which have no alternative to continue to meet their basic needs.	4
s_1430	The debate is closed.	In the debate is closed.	5
